Movie,Year,Score,Adjusted Score,Director,Cast,Consensus,Box Office Collection,Imdb_genre,IMDB Rating,metascore,time_minute,Votes,Is Common Movie
The Fate of the Furious,2017,67,90.214,F. Gary Gray,"Vin Diesel, Dwayne Johnson, Charlize Theron, Jason Statham","With Dom and Letty married, Brian and Mia retired and the rest of the crew exonerated, the globe-trotting team has...",1236703796,Thriller,6.6,56,136,226908,FALSE
Tower Heist,2011,68,75.099,Brett Ratner,"Ben Stiller, Eddie Murphy, Casey Affleck, Alan Alda","For more than 10 years, Josh Kovaks (Ben Stiller) has managed one of New York City's most luxurious and well-secured...",150422946,Comedy,6.2,59,104,141704,FALSE
Public Enemies,2009,68,79.346,Michael Mann,"Johnny Depp, Christian Bale, Marion Cotillard, Billy Crudup","Depression-era bank robber John Dillinger's (Johnny Depp) charm and audacity endear him to much of America's downtrodden public, but he's...",212282709,Drama,7,70,140,297680,FALSE
The Man From U.N.C.L.E.,2015,68,79.374,Guy Ritchie,"Henry Cavill, Armie Hammer, Alicia Vikander, Elizabeth Debicki","At the height of the Cold War, a mysterious criminal organization plans to use nuclear weapons and technology to upset...",108517735,,,,,,FALSE
Ocean's Thirteen,2007,70,77.947,Steven Soderbergh,"George Clooney, Brad Pitt, Matt Damon, Andy Garcia",Danny Ocean (George Clooney) and his gang hatch an ambitious plot for revenge after ruthless casino owner Willy Bank (Al...,311744465,Thriller,6.9,62,122,340925,FALSE
Ocean's 8,2018,68,90.722,Gary Ross,"Sandra Bullock, Cate Blanchett, Anne Hathaway, Helena Bonham Carter","Five years, eight months, 12 days and counting -- that's how long Debbie Ocean has been devising the biggest heist...",,,,,,,FALSE
Set It Off,1996,69,68.373,F. Gary Gray,"Jada Pinkett, Queen Latifah, Vivica A. Fox, Blair Underwood","After being fired from her job as a bank teller, Frankie (Vivica A. Fox) begins working at a janitorial service...",36049108,Thriller,6.8,,123,16172,FALSE
The Thomas Crown Affair,1999,70,73.118,John McTiernan,"Pierce Brosnan, Rene Russo, Denis Leary, Ben Gazzara",Bored billionaire Thomas Crown (Pierce Brosnan) decides to entertain himself by stealing a Monet from a reputed museum. When Catherine...,124304264,Drama,6.9,66,102,24812,TRUE
Triple Frontier,2019,70,78.126,J.C. Chandor,"Ben Affleck, Oscar Isaac, Charlie Hunnam, Garrett Hedlund",Former Special Forces operatives reunite to plan a heist in a sparsely populated multi-border zone of South America. For the...,,Thriller,6.4,61,125,124566,FALSE
Mission: Impossible III,2006,71,79.851,J.J. Abrams,"Tom Cruise, Philip Seymour Hoffman, Ving Rhames, Billy Crudup","Retired from active duty, and training recruits for the Impossible Mission Force, agent Ethan Hunt (Tom Cruise) faces the toughest...",399387745,Thriller,6.9,66,126,349461,FALSE
The Driver,1978,73,73.572,Walter Hill,"Ryan O'Neal, Bruce Dern, Isabelle Adjani, Ronee Blakley","An enigmatic man of fast cars and few words, the Driver (Ryan O'Neal) excels at maneuvering getaway vehicles through the...",,Sci-Fi,3.6,,97,879,FALSE
The Score,2001,73,77.867,Frank Oz,"Robert De Niro, Edward Norton, Angela Bassett, Marlon Brando",Career thief Nick Wells (Robert De Niro) is about to mastermind a nearly impossible theft that will require his joining...,113542091,Drama,6.8,71,124,127095,FALSE
The Italian Job,2003,73,78.65,F. Gary Gray,"Mark Wahlberg, Charlize Theron, Edward Norton, Seth Green","After a heist in Venice, Steve (Edward Norton) turns on his partners in crime, killing safecracker John Bridger (Donald Sutherland)...",176262839,Comedy,7.2,70,99,45778,FALSE
The Great Train Robbery,1978,74,74.272,Michael Crichton,"Sean Connery, Donald Sutherland, Lesley-Anne Down, Alan Webb",Edward Pierce (Sean Connery) is a master thief of the Victorian Era who's never found a heist he couldn't pull...,,Thriller,6.9,68,110,17764,FALSE
Snatch,2000,74,78.09,Guy Ritchie,"Benicio Del Toro, Dennis Farina, Brad Pitt, Vinnie Jones",Illegal boxing promoter Turkish (Jason Statham) convinces gangster Brick Top (Alan Ford) to offer bets on bare-knuckle boxer Mickey (Brad...,83593107,Comedy,8.3,55,102,836691,FALSE
"Lock, Stock and Two Smoking Barrels",1998,74,77.012,Guy Ritchie,"Jason Flemyng, Dexter Fletcher, Nick Moran, Jason Statham",Eddy (Nick Moran) convinces three friends to pool funds for a high-stakes poker game against local crime boss Hatchet Harry...,28356188,Comedy,8.2,66,107,571080,FALSE
Dragged Across Concrete,2018,76,83.792,S. Craig Zahler,"Mel Gibson, Vince Vaughn, Tory Kittles, Michael Jai White",Police partners descend into the criminal underworld after they are suspended for assaulting a suspect on video....,830581,Drama,6.9,60,159,45050,FALSE
The Good Thief,2002,77,82.137,Neil Jordan,"Nick Nolte, Tcheky Karyo, Said Taghmaoui, G¨¦rard Darmon",Bob (Nick Nolte) is an aging thief who has seen better days and is battling both an addiction to heroin...,6460758,,,,,,FALSE
Kelly's Heroes,1970,78,79.642,Brian G. Hutton,"Clint Eastwood, Telly Savalas, Don Rickles, Donald Sutherland","In the midst of World War II, an array of colorful American soldiers gets inside information from a drunk German...",5200000,Comedy,7.6,50,144,49026,FALSE
Sneakers,1992,79,83.165,Phil Alden Robinson,"Robert Redford, Dan Aykroyd, Ben Kingsley, Mary McDonnell",Computer hacker Martin (Robert Redford) heads a group of specialists who test the security of various San Francisco companies. Martin...,51433000,Comedy,7.1,65,126,58386,FALSE
The Bank Job,2008,80,85.017,Roger Donaldson,"Jason Statham, Saffron Burrows, Richard Lintern, Stephen Campbell Moore",Self-reformed petty criminal Terry Leather (Jason Statham) has become a financially struggling car dealer and settled into a pedestrian London...,66143005,Drama,7.2,69,111,180299,FALSE
Ocean's Eleven,2001,83,89.342,Steven Soderbergh,"George Clooney, Matt Damon, Andy Garcia, Brad Pitt",Dapper Danny Ocean (George Clooney) is a man of action. Less than 24 hours into his parole from a New...,450728529,Comedy,6.5,57,127,23020,FALSE
Ant-Man,2015,83,96.39,Peyton Reed,"Paul Rudd, Michael Douglas, Evangeline Lilly, Corey Stoll","Forced out of his own company by former prot¨¦g¨¦ Darren Cross, Dr. Hank Pym (Michael Douglas) recruits the talents of...",518858449,Sci-Fi,7.3,64,117,641778,FALSE
Rogue One: A Star Wars Story,2016,84,114.476,Gareth Edwards,"Felicity Jones, Diego Luna, Alan Tudyk, Donnie Yen","Former scientist Galen Erso lives on a farm with his wife and young daughter, Jyn. His peaceful existence comes crashing...",1055135598,Sci-Fi,7.8,65,133,605963,TRUE
Bottle Rocket,1996,85,88.747,Wes Anderson,"Owen C. Wilson, Luke Wilson, Robert Musgrave, Andrew Wilson","In Wes Anderson's first feature film, Anthony (Luke Wilson) has just been released from a mental hospital, only to find...",407488,Comedy,6.9,66,91,75946,FALSE
The Getaway,1972,86,85.013,Sam Peckinpah,"Steve McQueen, Ali MacGraw, Ben Johnson, Sally Struthers","When convict Doc McCoy (Steve McQueen) is refused parole, he enlists his wife, Carol (Ali MacGraw), to strike a deal...",36734619,Thriller,7.4,55,123,31925,FALSE
Inside Man,2006,86,95.163,Spike Lee,"Denzel Washington, Clive Owen, Jodie Foster, Willem Dafoe","A tough detective (Denzel Washington) matches wits with a cunning bank robber (Clive Owen), as a tense hostage crisis is...",185798265,Drama,7.6,76,129,366240,FALSE
Thunderbolt and Lightfoot,1974,87,89.513,Michael Cimino,"Clint Eastwood, Jeff Bridges, George Kennedy, Geoffrey Lewis","While stealing a car, free-spirited drifter Lightfoot (Jeff Bridges) crosses paths with legendary thief Thunderbolt (Clint Eastwood) in the midst...",25000000,Comedy,7,62,115,25072,TRUE
Jackie Brown,1997,87,92.07,Quentin Tarantino,"Pam Grier, Samuel L. Jackson, Robert Forster, Bridget Fonda","When flight attendant Jackie Brown (Pam Grier) is busted smuggling money for her arms dealer boss, Ordell Robbie (Samuel L....",74727492,Drama,7.5,64,154,341783,TRUE
Sexy Beast,2000,87,90.873,Jonathan Glazer,"Ray Winstone, Ben Kingsley, Ian McShane, Amanda Redman",Ex-villain Gal Dove (Ray Winstone) has served his time behind bars and is blissfully retired to a Spanish villa paradise...,10158355,Drama,7.3,79,89,60446,TRUE
The Lookout,2007,87,93.405,Scott Frank,"Joseph Gordon-Levitt, Jeff Daniels, Carla Gugino, Matthew Goode","Chris (Joseph Gordon-Levitt), a star athlete, has the world at his feet. Then a devastating car accident leaves him with...",5555018,Drama,7,73,99,58635,FALSE
Bonnie and Clyde,1967,89,94.69,Arthur Penn,"Warren Beatty, Faye Dunaway, Michael J. Pollard, Gene Hackman","Small-time crook Clyde Barrow (Warren Beatty) tries to steal a car and winds up with its owner's daughter, dissatisfied small-town...",50700000,Drama,7.7,86,111,111328,TRUE
The Usual Suspects,1995,88,93.013,Bryan Singer,"Stephen Baldwin, Gabriel Byrne, Chazz Palminteri, Kevin Pollak","""The greatest trick the devil ever pulled was convincing the world he didn't exist,"" says con man Kint (Kevin Spacey),...",34449356,Drama,8.5,77,106,1060581,TRUE
American Animals,2018,88,99.909,Bart Layton,"Barry Keoghan, Evan Peters, Jared Abrahamson, Blake Jenner","Spencer Reinhard, Warren Lipka, Eric Borsuk and Chas Allen are four friends who live an ordinary existence in Kentucky. After...",4535409,Drama,7,68,116,44004,FALSE
The Pink Panther,1963,89,90.514,Blake Edwards,"Peter Sellers, David Niven, Robert Wagner, Capucine","In this first film of the beloved comic series, dashing European thief Sir Charles Lytton (David Niven) plans to steal...",158926474,Comedy,7.1,55,115,51889,TRUE
Butch Cassidy and the Sundance Kid,1969,89,94.423,George Roy Hill,"Paul Newman, Robert Redford, Katharine Ross, Strother Martin","The true story of fast-draws and wild rides, battles with posses, train and bank robberies, a torrid love affair and...",102310711,Drama,8,66,110,213230,TRUE
The Spanish Prisoner,1998,88,90.645,David Mamet,"Campbell Scott, Rebecca Pidgeon, Steve Martin, Ricky Jay",Everything changes for rising corporate star Joe Ross (Campbell Scott) when he meets the wealthy and mysterious Jimmy Dell (Steve...,13835130,,,,,,FALSE
Topkapi,1964,90,91.109,Jules Dassin,"Melina Mercouri, Peter Ustinov, Maximilian Schell, Robert Morley",Beautiful thief Elizabeth Lipp (Melina Mercouri) and criminal genius Walter Harper (Maximilian Schell) put together a plan to steal an...,7000000,Adventure,7,,120,9672,TRUE
The Wild Bunch,1969,90,97.66,Sam Peckinpah,"William Holden, Ernest Borgnine, Robert Ryan, Edmond O'Brien","In this gritty Western classic, aging outlaw Pike Bishop (William Holden) prepares to retire after one final robbery. Joined by...",509424,Adventure,7.9,97,135,83680,TRUE
Kajillionaire,2020,90,103.707,Miranda July,"Evan Rachel Wood, Gina Rodriguez, Richard Jenkins, Debra Winger","Two con artists have spent 26 years training their only daughter to swindle, scam and steal at every turn. During...",1615171,Comedy,6.4,78,104,17291,FALSE
Take the Money and Run,1969,91,93.162,Woody Allen,"Woody Allen, Janet Margolin, Marcel Hillaire, Jacquelyn Hyde","Virgil Starkwell (Woody Allen) is intent on becoming a notorious bank robber. Unfortunately for Virgil and his not-so-budding career, he...",,,,,,,FALSE
Widows,2018,91,117.427,Steve McQueen,"Viola Davis, Colin Farrell, Michelle Rodriguez, Elizabeth Debicki","A police shootout leaves four thieves dead during an explosive armed robbery attempt in Chicago. Their widows -- Veronica, Linda,...",75984700,Drama,6.9,84,129,95946,FALSE
A Fistful of Dynamite,1971,92,91.194,Sergio Leone,"Rod Steiger, James Coburn, Romolo Valli, Maria Monti","At the beginning of the Mexican Revolution in 1913, greedy bandit Juan Miranda (Rod Steiger) and idealist John H. Mallory...",,,,,,,FALSE
Rififi,1955,92,97.109,Jules Dassin,"Jean Servais, Carl Mohner, Robert Manuel, Magali No?l","Out of prison after a five-year stretch, jewel thief Tony (Jean Servais) turns down a quick job his friend Jo...",,Thriller,8.1,97,118,33920,FALSE
Reservoir Dogs,1992,90,95.919,Quentin Tarantino,"Harvey Keitel, Tim Roth, Michael Madsen, Chris Penn",A group of thieves assemble to pull of the perfect diamond heist. It turns into a bloody ambush when one...,2990680,Drama,8.3,79,99,990420,FALSE
Nine Queens,2001,92,93.75,Fabi¨¢n Bielinsky,"Ricardo Dar¨ªn, Gast¨®n Pauls, Graciela Tenenbaum, Leticia Br¨¦dice","""Nine Queens"" is the story of two small-time swindlers, Juan (Gast¨®n Pauls) and Marcos (Ricardo Dar¨ªn), who team up after...",,Thriller,7.9,80,114,52463,FALSE
No Sudden Move,2021,92,99.067,Steven Soderbergh,"Don Cheadle, Benicio Del Toro, David Harbour, Jon Hamm","Set in 1954 Detroit, NO SUDDEN MOVE centers on a group of small-time criminals who are hired to steal what...",,Drama,6.4,76,115,32000,FALSE
The Town,2010,92,100.563,Ben Affleck,"Ben Affleck, Rebecca Hall, Jon Hamm, Jeremy Renner",Doug MacRay (Ben Affleck) leads a band of ruthless bank robbers and has no real attachments except for James (Jeremy...,152566881,Drama,7.5,74,125,382457,TRUE
Logan Lucky,2017,92,113.046,Steven Soderbergh,"Channing Tatum, Adam Driver, Farrah Mackenzie, Riley Keough",West Virginia family man Jimmy Logan teams up with his one-armed brother Clyde and sister Mellie to steal money from...,49046121,Comedy,7,78,118,146786,FALSE
Out of Sight,1998,93,97.588,Steven Soderbergh,"George Clooney, Jennifer Lopez, Ving Rhames, Don Cheadle","Meet Jack Foley (George Clooney), the most successful bank robber in the country. On the day he busts out of...",77562568,Comedy,7,85,123,91635,TRUE
Thief,1981,94,94.932,Michael Mann,"James Caan, Tuesday Weld, Willie Nelson, James Belushi","A highly skilled jewel thief, Frank (James Caan) longs to leave his dangerous trade and settle down with his girlfriend,...",4301338,Drama,7.4,78,123,30508,FALSE
Band of Outsiders,1964,94,98.021,Jean-Luc Godard,"Anna Karina, Sami Frey, Claude Brasseur, Jean-Luc Godard",Cinephile slackers Franz (Sami Frey) and Arthur (Claude Brasseur) spend their days mimicking the antiheroes of Hollywood noirs and Westerns...,,,,,,,FALSE
To Catch a Thief,1955,94,99.245,Alfred Hitchcock,"Cary Grant, Grace Kelly, Jessie Royce Landis, John Williams",Notorious cat burglar John Robie (Cary Grant) has long since retired to tend vineyards on the French Riviera. When a...,8752104,Thriller,7.4,82,106,71859,TRUE
The Sting,1973,94,100.178,George Roy Hill,"Paul Newman, Robert Redford, Robert Shaw, Charles Durning","Following the murder of a mutual friend, aspiring con man Johnny Hooker (Robert Redford) teams up with old pro Henry...",159616327,Comedy,8.3,83,129,257549,TRUE
Three Kings,1999,94,98.422,David O. Russell,"George Clooney, Mark Wahlberg, Ice Cube, Spike Jonze","Just after the end of the Gulf War, four American soldiers decide to steal a cache of Saddam Hussein's hidden...",107752036,Comedy,7.1,82,114,169670,FALSE
The Killing,1956,96,99.193,Stanley Kubrick,"Sterling Hayden, Coleen Gray, Vince Edwards, Jay C. Flippen","Career criminal Johnny Clay (Sterling Hayden) recruits a sharpshooter (Timothy Carey), a crooked police officer (Ted de Corsia), a bartender...",,Drama,8.3,,45,108996,FALSE
The Red Circle,1970,95,101.489,Jean-Pierre Melville,"Yves Montand, Alain Delon, Bourvil, Gian Maria Volonte","When French criminal Corey (Alain Delon) gets released from prison, he resolves to never return. He is quickly pulled back...",,,,,,,FALSE
Dog Day Afternoon,1975,96,98.975,Sidney Lumet,"Al Pacino, John Cazale, Charles Durning, Chris Sarandon","When inexperienced criminal Sonny Wortzik (Al Pacino) leads a bank robbery in Brooklyn, things quickly go wrong, and a hostage...",46665856,Drama,8,86,125,252504,TRUE
Hell or High Water,2016,97,114.597,David Mackenzie,"Jeff Bridges, Chris Pine, Ben Foster, Gil Birmingham",Toby is a divorced father who's trying to make a better life for his son. His brother Tanner is an...,37566117,Drama,7.6,88,102,225276,TRUE
Bob the Gambler,1955,97,96.303,Jean-Pierre Melville,"Roger Duchesne, Isabelle Corey, Daniel Cauchy, Howard Vernon","In Paris, Bob Montagne (Roger Duchesne) is practically synonymous with gambling -- and winning. He is kind, classy and well-liked...",,,,,,,FALSE
The Asphalt Jungle,1950,97,99.942,John Huston,"Sterling Hayden, Sam Jaffe, Marilyn Monroe, Louis Calhern","Recently released from prison, Dix Handley (Sterling Hayden) concocts a plan to steal $1 million in jewels. Dix gathers a...",,Drama,7.8,85,112,26639,TRUE
The Friends of Eddie Coyle,1973,98,97.901,Peter Yates,"Robert Mitchum, Peter Boyle, Richard Jordan, Steven Keats",Aging Boston gunrunner Eddie Coyle (Robert Mitchum) is looking at several years of jail time for a hold-up if he...,,,,,,,FALSE
The Lavender Hill Mob,1951,100,104.008,Charles Crichton,"Alec Guinness, Stanley Holloway, Sidney James, Alfie Bass","A meek clerk (Alec Guinness), his buddy (Stanley Holloway) and crooks melt hijacked Bank of England gold into Eiffel Tower...",,,,,,,TRUE
The Taking of Pelham One Two Three,1974,100,100.844,Joseph Sargent,"Walter Matthau, Robert Shaw, Martin Balsam, H¨¦ctor Elizondo","In New York City, a criminal gang led by the ruthless ""Mr. Blue"" (Robert Shaw) hijacks a subway car and...",,Thriller,7.6,68,104,30226,FALSE
Blue Crush,2002,62,65.646,John Stockwell,"Kate Bosworth, Matthew Davis, Michelle Rodriguez, Sanoe Lake",Nothing gets between Anne Marie (Kate Bosworth) and her board. Living in a beach shack with three roommates including her...,51618420,Drama,5.7,61,104,31305,FALSE
The Greatest Game Ever Played,2005,63,66.403,Bill Paxton,"Shia LaBeouf, Stephen Dillane, Josh Flitter, Peyton List","Blue-collar Francis Ouimet (Shia LaBeouf) fights class prejudice while mastering golf, a game guarded by the upper crust. Employed as...",15468266,,,,,,FALSE
The Express,2008,62,65.698,Gary Fleder,"Dennis Quaid, Rob Brown, Clancy Brown, Omar Benson Miller","Born into poverty, Ernie Davis (Rob Brown) overcomes many obstacles to get into Syracuse University's football program. Under the guidance...",9813309,,,,,,FALSE
Rocky III,1982,66,67.917,Sylvester Stallone,"Sylvester Stallone, Mr. T, Talia Shire, Carl Weathers","Having become the world heavyweight champion, former working-class boxer Rocky Balboa (Sylvester Stallone) is rich and famous beyond his wildest...",125053490,Drama,6.8,57,99,187206,TRUE
Cobb,1994,65,65.018,Ron Shelton,"Tommy Lee Jones, Robert Wuhl, Lolita Davidovich, Lou Myers",Baseball legend Ty Cobb (Tommy Lee Jones) pressures biographer Al Stump (Robert Wuhl) to whitewash the sordid details of his...,849490,,,,,,FALSE
Dreamer: Inspired by a True Story,2005,64,68.644,John Gatins,"Kurt Russell, Dakota Fanning, Kris Kristofferson, Elisabeth Shue","Ben Crane (Kurt Russell) is a horse trainer who is struggling to connect with his precocious daughter, Cale (Dakota Fanning)....",39498360,,,,,,FALSE
Secretariat,2010,64,69.057,Randall Wallace,"Diane Lane, John Malkovich, Dylan Walsh, Dylan Baker","Despite her lack of experience, housewife and mother Penny Chenery (Diane Lane) agrees to take over management of the family...",60376247,,,,,,FALSE
The Sandlot,1993,64,68.61,David Mickey Evans,"Thomas Guiry, Mike Vitar, Patrick Renna, Chauncey Leopardi","When Scottie Smalls (Thomas Guiry) moves to a new neighborhood, he manages to make friends with a group of kids...",32416586,Drama,7.8,55,101,89092,FALSE
Race,2016,63,71.993,Stephen Hopkins,"Stephan James, Jason Sudeikis, Eli Goree, Shanice Banton",Young Jesse Owens (Stephan James) becomes a track and field sensation while attending the Ohio State University in the early...,25195835,,,,,,FALSE
Coach Carter,2005,64,69.189,Thomas Carter,"Samuel L. Jackson, Robert Ri'chard, Rob Brown, Ashanti","In 1999, Ken Carter (Samuel L. Jackson) returns to his old high school in Richmond, California, to get the basketball...",76665507,Drama,7.3,57,136,143962,FALSE
Rollerball,1975,69,70.566,Norman Jewison,"James Caan, John Houseman, Maud Adams, John Beck",The year is 2018 in a futuristic society where corporations have replaced countries. A violent futuristic game known as Rollerball...,30000000,Sci-Fi,3.1,14,98,28173,FALSE
Million Dollar Arm,2014,64,70.144,Craig Gillespie,"Jon Hamm, Aasif Mandvi, Bill Paxton, Suraj Sharma","In a last-ditch effort to save his career, sports agent J.B. Bernstein (Jon Hamm) plans to find baseball's next star...",39217912,,,,,,FALSE
More Than a Game,2008,71,71.423,Kristopher Belman,"LeBron James, Dru Joyce, Romeo Travis, Sian Cotton",Filmmaker Kristopher Belman chronicles the early career of basketball superstar LeBron James. James and four other talented teammates were a...,960387,,,,,,FALSE
Fever Pitch,2005,65,73.406,Bobby Farrelly,"Drew Barrymore, Jimmy Fallon, James B. Sikking, JoBeth Williams","When Ben Wrightman (Jimmy Fallon), a young teacher, begins dating pretty businesswoman Lindsey Meeks (Drew Barrymore), the two don't seem...",50071069,Comedy,6.2,56,104,45042,FALSE
Olympic Dreams,2019,70,72.562,Jeremy Teicher,"Nick Kroll, Alexi Pappas, Gus Kenworthy, Morgan Schild",A young cross-country skier bonds with a volunteer doctor in the Olympic athletes village....,,,,,,,FALSE
Rocky II,1979,72,73.157,Sylvester Stallone,"Sylvester Stallone, Talia Shire, Burgess Meredith, Burt Young",Although working-class Philadelphia boxer Rocky Balboa (Sylvester Stallone) lost his high-profile bout with the cocky world champion Apollo Creed (Carl...,,Drama,7.3,61,119,205439,FALSE
Ali,2001,68,73.151,Michael Mann,"Will Smith, Jamie Foxx, Jon Voight, Mario Van Peebles","With wit and athletic genius, with defiant rage and inner grace, Muhammad Ali forever changed the American landscape. Fighting all...",87683966,Drama,6.7,65,157,98915,TRUE
Gunnin' for That No. 1 Spot,2008,72,73.025,Adam Yauch,"Michael Beasley, Tyreke Evans, Bobbito Garcia, Brandon Jennings","Rucker Park in New York City's Harlem has been host to many legends, such as Wilt Chamberlain and Kareem Abdul-Jabbar....",,,,,,,FALSE
The Blind Side,2009,66,73.737,John Lee Hancock,"Sandra Bullock, Tim McGraw, Quinton Aaron, Jae Head","Michael Oher (Quinton Aaron), a homeless black teen, has drifted in and out of the school system for years. Then...",305705794,Drama,7.6,53,129,324097,TRUE
The Karate Kid,2010,66,74.433,Harald Zwart,"Jaden Smith, Jackie Chan, Taraji P. Henson, Wenwen Han","When his mother's career results in a move to China, 12-year-old Dre Parker (Jaden Smith) finds that he is a...",351774938,Drama,7.3,60,126,219360,TRUE
Tin Cup,1996,72,73.741,Ron Shelton,"Kevin Costner, Rene Russo, Cheech Marin, Linda Hart","Roy McAvoy (Kevin Costner) was a golf pro with a bright future, but his rebellious nature and bad attitude cost...",75854588,Comedy,6.4,60,135,49830,FALSE
Bethany Hamilton: Unstoppable,2018,74,75.051,Aaron Lieber,Bethany Hamilton,"One of the most accomplished athletes of her generation, Bethany Hamilton, became a surfing wunderkind when she returned to the...",666178,,,,,,FALSE
Ultimate X: The Movie,2002,74,74.855,Bruce Hendricks,"Bob Burnquist, Brian Deegan, Carey Hart, Mat Hoffman","Bruce Hendricks highlights events of the 2001 Summer X Games, including skateboarding, BMX biking and the street luge....",,,,,,,FALSE
Dodgeball: A True Underdog Story,2004,71,77.637,Rawson Marshall Thurber,"Vince Vaughn, Christine Taylor, Ben Stiller, Rip Torn","Average Joe's Gym and its owner, Peter La Fleur (Vince Vaughn), are both down on their luck. A fancy competing...",167791704,Comedy,6.7,55,92,244758,FALSE
Personal Best,1982,73,74.155,Robert Towne,"Mariel Hemingway, Patrice Donnelly, Scott Glenn, Kenny Moore","Young sprinter Chris Cahill (Mariel Hemingway) is having difficulty reaching her potential as an athlete, until she meets established track...",2119003,,,,,,FALSE
Jungleland,2019,74,76.325,Max Winkler,"Charlie Hunnam, Jack O'Connell, Jessica Barden, Jonathan Majors","When a devastating loss in the ring leaves Lion and his manager/brother Stan in debt to a local crime boss,...",,Drama,6.2,53,90,4914,FALSE
Invincible,2006,72,77.647,Ericson Core,"Mark Wahlberg, Greg Kinnear, Elizabeth Banks, Kevin Conway",Lifelong football fan Vince Papale (Mark Wahlberg) sees his wildest dreams come true when he becomes a member of the...,58501127,Drama,8.7,,50,114508,TRUE
Blades of Glory,2007,70,78.35,Will Speck,"Will Ferrell, Jon Heder, Will Arnett, Amy Poehler",Figure skaters Chazz Michael Michaels (Will Ferrell) and Jimmy MacElroy (Jon Heder) take their intense rivalry too far during the...,145594548,Comedy,6.3,64,93,167458,FALSE
Remember the Titans,2000,73,76.787,Boaz Yakin,"Denzel Washington, Will Patton, Donald Adeosun Faison, Wood Harris","In Virginia, high school football is a way of life, an institution revered, each game celebrated more lavishly than Christmas,...",136771683,Drama,7.8,48,113,211597,FALSE
Talladega Nights: The Ballad of Ricky Bobby,2006,71,78.039,Adam McKay,"Will Ferrell, John C. Reilly, Sacha Baron Cohen, Gary Cole","NASCAR superstar Ricky Bobby (Will Ferrell) is at the top of his game; adored by fans, a trophy wife by...",,Comedy,6.6,66,108,181377,FALSE
The Phenom,2016,79,80.209,Noah Buschel,"Johnny Simmons, Ethan Hawke, Paul Giamatti, Sophie Kennedy Clark",A sports therapist (Paul Giamatti) tries to help a troubled rookie pitcher (Johnny Simmons) who grew up with an abusive...,,,,,,,FALSE
Cool Runnings,1993,76,77.898,Jon Turteltaub,"Leon, Doug E. Doug, Malik Yoba, John Candy","Four Jamaican bobsledders dream of competing in the Winter Olympics, despite never having seen snow. With the help of a...",155008909,Comedy,7,60,98,102502,FALSE
The Hammer,2007,80,80.884,Charles Herman-Wurmfeld,"Adam Carolla, Heather Juergensen, Oswaldo Castillo, Tom Quinn","On his 40th birthday, chronic underachiever Jerry Ferro (Adam Carolla) loses his carpentry job and his girlfriend. However, all is...",442638,,,,,,FALSE
Stoked: The Rise and Fall of Gator,2003,81,80.975,Helen Stickler,,"This documentary film explores the life of former skateboarding pro Mark ""Gator"" Rogowski, who, in 1991, was sentenced to 31...",131712,,,,,,FALSE
Without Limits,1998,79,79.957,Robert Towne,"Billy Crudup, Donald Sutherland, Monica Potter, Jeremy Sisto","Before Steve Prefontaine (Billy Crudup) makes it to the 1972 Olympics in Munich, he is an unlikely track star at...",780326,,,,,,FALSE
White Men Can't Jump,1992,77,78.445,Ron Shelton,"Wesley Snipes, Woody Harrelson, Rosie Perez, Tyra Ferrell",Billy Hoyle (Woody Harrelson) is a white basketball hustler who banks on black players underestimating his skills on the court....,90753806,Comedy,6.8,65,115,84959,FALSE
Safety,2020,80,82.109,Reginald Hudlin,"Jay Reeves, Thaddeus J. Mixson, Corinne Foxx, Matthew Glave","¡°Safety¡± is a drama inspired by the empowering story of former Clemson University football safety Ray McElrathbey (Jay Reeves), a...",,,,,,,FALSE
Breath,2017,80,82.316,Simon Baker,"Simon Baker, Samson Coulter, Ben Spence, Elizabeth Debicki","In the 1970s, in a remote corner of the Western Australian coast, two teenage boys, Pikelet and Loonie, are hungry...",3243312,Drama,3.4,,106,288,FALSE
Rudy,1993,78,81.374,David Anspaugh,"Sean Astin, Ned Beatty, Charles S. Dutton, Robert Prosky","Rudy Ruettiger (Sean Astin) wants to play football at the University of Notre Dame, but has neither the money for...",22750363,Drama,7.5,71,114,62620,FALSE
The Short Game,2013,84,76.516,Josh Greenbaum,"Jack Nicklaus, Gary Player, Annika S?renstam","The world's best 7-year-old golfers travel to Pinehurst, N.C., to compete in the World Championships of Junior Golf....",38856,,,,,,FALSE
Once in a Lifetime: The Extraordinary Story of the New York Cosmos,2006,81,82.884,Paul Crowder,Matt Dillon,This documentary looks back on a time when soccer briefly captured America's attention. The film profiles the North American Soccer...,,,,,,,FALSE
The Longest Yard,1974,79,81.852,Robert Aldrich,"Burt Reynolds, Eddie Albert, Ed Lauter, Michael Conrad",An ex-football star doing time is forced by the warden to organize a team of inmates to play against his...,191558505,Comedy,6.4,48,113,176375,TRUE
Step Into Liquid,2003,81,83.363,Dana Brown,Dana Brown,"In a documentary shot in waters all over the globe, director Dana Brown takes on tall waves and surfers who...",3975542,,,,,,FALSE
He Got Game,1998,81,81.648,Spike Lee,"Denzel Washington, Ray Allen, Milla Jovovich, Rosario Dawson",Jake Shuttleworth (Denzel Washington) has spent the last six years in prison after accidentally killing his wife during a violent...,22411948,Drama,6.9,64,136,47694,FALSE
